full_text,retweet_count,user_followers_count,favorite_count,place,coordinates,geo,created_at,id_str
"RT @Arwenstar: Dr Montesino treated 600 Covid patients (Hydroxychloroquine, Ivermectine &amp; Azythromycin) tho Health authorities forbid early…",0,2034,0,,,,Mon Feb 07 09:12:14 +0000 2022,1490614370631618562
"RT @MediterraneoDGT: 🔴 El mundo en vilo: Wuhan detecta un nuevo #coronavirus mortal
 https://t.co/h2H4CYQIQs",0,4307,0,,,,Mon Feb 07 09:12:14 +0000 2022,1490614370988179459
Over 170k haven’t survived the @Conservatives Tens of thousands of all ages have long covid. Millions are about to… https://t.co/m7715NQmEK,0,444,0,,,,Mon Feb 07 09:12:15 +0000 2022,1490614371642494976
My step mum tested positive for covid so I had to tell my interview that I couldn’t attend. They said they needed s… https://t.co/WpvLekuDAc,0,814,0,,,,Mon Feb 07 09:12:15 +0000 2022,1490614371835387907
RT @FlukeiS: เด็กโดนน้ำร้อนลวกตรงอกกับท้อง  ไม่มารพ แต่ไปหาหมอเป่า มาด้วยแผลติดเชื้อ ไม่พอหมอเป่าดันเป็น COVID อีก อหหหห สงสารเด็ก,0,26,0,,,,Mon Feb 07 09:12:15 +0000 2022,1490614371965456384
"RT @AxlGuidato: YouTube ha cancellato il video nel quale vengono esposti i contenuti di documenti ufficiali dell‘EMA, della Commissione UE…",0,530,0,,,,Mon Feb 07 09:12:15 +0000 2022,1490614372493893634
"@GiuseppaKidman @barbarab1974 L'antigenic drift riguarda esclusivamente le proteine di superficie, rendendo il viru… https://t.co/craKYwUQkC",0,7,0,,,,Mon Feb 07 09:12:15 +0000 2022,1490614372422631425
"RT @AntonioTweets2: Ironically, the only people still afraid of covid are vaccinated against it.",0,1337,0,,,,Mon Feb 07 09:12:15 +0000 2022,1490614372812611585
RT @ayshardzn: Many people I know are positive for Covid now. They’re usually those who are always out and about and meeting people. It’s i…,0,909,0,,,,Mon Feb 07 09:12:15 +0000 2022,1490614372980256770
"Facet pisze, że na covid są lekarstwa ale nie potrafi się podzielić tymi rewelacjami. https://t.co/SjebDtOede",0,463,0,,,,Mon Feb 07 09:12:15 +0000 2022,1490614372707799043
RT @FlukeiS: เด็กโดนน้ำร้อนลวกตรงอกกับท้อง  ไม่มารพ แต่ไปหาหมอเป่า มาด้วยแผลติดเชื้อ ไม่พอหมอเป่าดันเป็น COVID อีก อหหหห สงสารเด็ก,0,423,0,,,,Mon Feb 07 09:12:15 +0000 2022,1490614373227765766
RT @quatremer: L’immense prison à ciel ouvert qu’était devenue l’Australie depuis deux ans rouvre ses frontières le 21/02 actant de l’échec…,0,1906,0,,,,Mon Feb 07 09:12:15 +0000 2022,1490614373823434754
RT @alainfoka2005: Quel bonheur. Le meilleur l'a emporté. Une incongruité a été réparée puisque le #Sénégal tient son 1er trophée de de la…,0,281,0,,,,Mon Feb 07 09:12:15 +0000 2022,1490614374939217920
RT @manuelrico: Hoy hace 691 días que el Gobierno Ayuso aprobó el Protocolo que impedía trasladar al hospital a los residentes más vulnerab…,0,135,0,,,,Mon Feb 07 09:12:16 +0000 2022,1490614376067645441
"RT @HaberReport: Mehmet Barlas, Erdoğan'ın covid olmasını değerlendirdi:  ""Cumhurbaşkanının halkı ile aynı kaderi paylaşması kuşaklar boyu…",0,2248,0,,,,Mon Feb 07 09:12:16 +0000 2022,1490614376524664834
"@NetflixFR @Chouchi_O Programme parfait pour nous faire du bénéfices, quand vous avez le covid pensez à passer chez Netflix 😉😘",0,2,0,,,,Mon Feb 07 09:12:16 +0000 2022,1490614376872747009
Kommts mir so vor oder passieren grad fast 100% der Ansteckungen über von Schulen und Kindergärten eingeschleppte C… https://t.co/1gdU8gCFBr,0,606,0,,,,Mon Feb 07 09:12:16 +0000 2022,1490614376864354304
RT @manuelrico: Hoy hace 691 días que el Gobierno Ayuso aprobó el Protocolo que impedía trasladar al hospital a los residentes más vulnerab…,0,74,0,,,,Mon Feb 07 09:12:16 +0000 2022,1490614377115967490
¿Puedo hacer ejercicio como antes si he sido paciente de Covid-19? https://t.co/0UeMfnHLmu,0,15070,0,,,,Mon Feb 07 09:12:16 +0000 2022,1490614377719943168
RT @tpmjdag: 報道してー,0,1402,0,,,,Mon Feb 07 09:12:16 +0000 2022,1490614377816346627
"@dendrocopos_ms @oida_grantler @ChanasitJonas @DLF @rki_de ""die gebt es leider genauso wenig wie es Zahlen zu ihren… https://t.co/jwHzQiuPsi",0,528,0,,,,Mon Feb 07 09:12:16 +0000 2022,1490614377917075460
RT @danielgoyal: It’s time for the “Omicron is mild” crowd to accept their share of the responsibility for Vaccine rates plummeting as peop…,0,1424,0,,,,Mon Feb 07 09:12:16 +0000 2022,1490614378378506243
RT @FAsintomatico: En Italia andan muy preocupados por la obligatoriedad del Pasaporte Covid en restaurantes. Puede verse en sus caras el t…,0,372,0,,,,Mon Feb 07 09:12:16 +0000 2022,1490614378432970762
"VC Simbulan: We provide free COVID-19 testing for students, faculty, and staff when you course it through the PGH H… https://t.co/EoMT2OlaUT",0,547,0,,,,Mon Feb 07 09:12:16 +0000 2022,1490614378525528070
"RT @bernamadotcom: COVID: Kategori 1, 2A tidak perlu ke CAC - Noor Hisham 
https://t.co/otXsqHIqh9 https://t.co/SUhvzvrMSI",0,253,0,,,,Mon Feb 07 09:12:16 +0000 2022,1490614378810404866
"RT @AndyHusky9: Bukannya dicek ada pendarahan bagian kepala atau kerusakan organ dalam, tp tetap test covid lebih utama 👍",0,1170,0,,,,Mon Feb 07 09:12:16 +0000 2022,1490614379162787845
"A phone call early on a Monday morning: the childminder has to close because of covid.

It's another week of childc… https://t.co/vhwx8oclL9",0,974,0,,,,Mon Feb 07 09:12:16 +0000 2022,1490614379292811268
RT @quatremer: L’immense prison à ciel ouvert qu’était devenue l’Australie depuis deux ans rouvre ses frontières le 21/02 actant de l’échec…,0,2735,0,,,,Mon Feb 07 09:12:16 +0000 2022,1490614379431305216
RT @FlukeiS: เด็กโดนน้ำร้อนลวกตรงอกกับท้อง  ไม่มารพ แต่ไปหาหมอเป่า มาด้วยแผลติดเชื้อ ไม่พอหมอเป่าดันเป็น COVID อีก อหหหห สงสารเด็ก,0,347,0,,,,Mon Feb 07 09:12:17 +0000 2022,1490614380035448832
"RT @MichaelPSenger: Thousands have taken to the streets in Rotterdam, Netherlands today despite the ugly weather to protest for an end to v…",0,33,0,,,,Mon Feb 07 09:12:17 +0000 2022,1490614380140052483
"RT @danielkotzin: I am ashamed to admit it, but until covid I believed that every vaccine was safe and effective, and that anti-vaxxers wer…",0,86,0,,,,Mon Feb 07 09:12:17 +0000 2022,1490614380223873030
"RT @ShenzhenPages: #Shenzhen reported three new confirmed cases of #COVID-19 yesterday, bringing the total number of infections in the late…",0,344,0,,,,Mon Feb 07 09:12:17 +0000 2022,1490614380517601281
omg bb 😭😭😭  just got off work..ily imy imysm yes i will you too ..it's a wonderful day bcos of you 🥺🥺🥺,0,232,0,,,,Mon Feb 07 09:12:17 +0000 2022,1490614380601708544
"RT @davidschneider: Kwasi Kwarteng claimed Boris Johnson wasn’t lying when he said crime is down - as long as you exclude fraud.

In other…",0,53,0,,,,Mon Feb 07 09:12:17 +0000 2022,1490614380693708801
"RT @IKlaibaan: @PUpWood45 Why do some people get Covid when others don't? Here’s what we know so far

https://t.co/DRFG4uvSzW",0,680,0,,,,Mon Feb 07 09:12:17 +0000 2022,1490614380848771072
RT @manuelrico: Hoy hace 691 días que el Gobierno Ayuso aprobó el Protocolo que impedía trasladar al hospital a los residentes más vulnerab…,0,291,0,,,,Mon Feb 07 09:12:17 +0000 2022,1490614382342066178
Covid-19 : les discothèques ont la possibilité de reporter leurs cotisations sociales pour les échéances de février… https://t.co/cStXsKYKTE,0,24458,0,,,,Mon Feb 07 09:12:17 +0000 2022,1490614382434398208
"#Napoli - #Vaccinazioni anti-#Covid, 50mila #over50 ancora senza alcuna dose 
👉https://t.co/Kld07xuS6h https://t.co/B19zCMaDgw",0,286,0,,,,Mon Feb 07 09:12:17 +0000 2022,1490614382300172288
Fin del covid  @Loris_vng,0,17,0,,,,Mon Feb 07 09:12:17 +0000 2022,1490614382514085890
"RT @DJouvencel: La pandémie semble avoir réveillé les ambitions, de la #médecinetraditionnelle africaine. Qui entend bien apporter des preu…",0,127,0,,,,Mon Feb 07 09:12:17 +0000 2022,1490614382799245314
"RT @redzuanNewsMPB: COVID-19 7 Feb 2022 : 11,034",0,307,0,,,,Mon Feb 07 09:12:17 +0000 2022,1490614382916956160
"RT @AxlGuidato: YouTube ha cancellato il video nel quale vengono esposti i contenuti di documenti ufficiali dell‘EMA, della Commissione UE…",0,969,0,,,,Mon Feb 07 09:12:17 +0000 2022,1490614382929272833
"RT @AntonioTweets2: Ironically, the only people still afraid of covid are vaccinated against it.",0,131,0,,,,Mon Feb 07 09:12:17 +0000 2022,1490614383193759747
RT @acechhh: this is still the most powerful covid tweet https://t.co/9zhWXykH4h,0,20,0,,,,Mon Feb 07 09:12:17 +0000 2022,1490614383319388161
"I agree although the title could have been written in a clearer way for non native English speakers:
Rejecting AZ m… https://t.co/9O6K4Ylogz",0,1582,0,,,,Mon Feb 07 09:12:17 +0000 2022,1490614382837047301
RT @FlukeiS: เด็กโดนน้ำร้อนลวกตรงอกกับท้อง  ไม่มารพ แต่ไปหาหมอเป่า มาด้วยแผลติดเชื้อ ไม่พอหมอเป่าดันเป็น COVID อีก อหหหห สงสารเด็ก,0,88,0,,,,Mon Feb 07 09:12:18 +0000 2022,1490614383730249730
@Clucky92864053 https://t.co/iqO5gy9C4H,0,3,0,,,,Mon Feb 07 09:12:18 +0000 2022,1490614383768133637
RT @MollyJongFast: He was 33!!!!!,0,5138,0,,,,Mon Feb 07 09:12:18 +0000 2022,1490614383734661120
"RT @democrazymedia: Akui Hasil Tes Covid Bisa Salah, Menkes: Tak Ada PCR Yang Sempurna
https://t.co/mzFHfV6kLd",0,168,0,,,,Mon Feb 07 09:12:18 +0000 2022,1490614384166465537
"RT @DeepJhana: @IKlaibaan จากข่าวที่ยกมาอ้าง ควรบอก key สำคัญเพิ่มด้วยครับว่า

การทดลองใช้โควิดตัวเก่า (original SARS-CoV-2 strain)
และทดลอ…",0,587,0,,,,Mon Feb 07 09:12:18 +0000 2022,1490614384976351232
"RT @stocktalkweekly: Starting next week, Massachusetts will begin distinguishing between patients who are admitted to hospitals *because of…",0,550,0,,,,Mon Feb 07 09:12:18 +0000 2022,1490614385097809921
"RT @canan_53_: Milli Savunma Bakanımız 
Hulusi Akar’ın Covid-19 testi pozitif çıkmıştır. 
Milli Savunma Bakanımız Hulusi Akar’a geçmiş olsu…",0,2562,0,,,,Mon Feb 07 09:12:18 +0000 2022,1490614385282371588
"RT @ZemmourProfs: Il y a 2 jours, madame #MartineAubry était testée positive au covid. Hier, elle éructait contre #EricZemmour, sans masque…",0,0,0,,,,Mon Feb 07 09:12:18 +0000 2022,1490614385546514432
"RT @KorolukM: Zmarł lekarz, który ""obnażał absurdu plandemii"" i pisał brednie o szkodliwości szczepionek. Z komentarzy wynika, że na covid.…",0,16,0,,,,Mon Feb 07 09:12:18 +0000 2022,1490614385433354241
RT @DrZoeHyde: Are the laws of physics different in Queensland? Who decided that masks aren’t necessary when students are seated? Do they b…,0,2867,0,,,,Mon Feb 07 09:12:18 +0000 2022,1490614385307385859
"RT @FirdausAzil: Takde pasal kerajaan ini saja manipulasi data, tingkatkan kes COVID-19 sampai belas ribu semata-mata nak halang orang bera…",0,542,0,,,,Mon Feb 07 09:12:18 +0000 2022,1490614385907499009
I would bring my dog too 🐶,0,47,0,,,,Mon Feb 07 09:12:18 +0000 2022,1490614386154786820
"RT @redzuanNewsMPB: COVID-19 7 Feb 2022 : 11,034",0,199,0,,,,Mon Feb 07 09:12:18 +0000 2022,1490614386381422599
RT @nzherald: 'Embarrassed to be a New Zealander': Man on MIQ hunger strike in bid to see dying father https://t.co/d96JXmhUj7 https://t.co…,0,36,0,,,,Mon Feb 07 09:12:18 +0000 2022,1490614387027054592
"Good morning 

Just got tested positive with COVID 🧍🏻‍♀️",0,646,0,,,,Mon Feb 07 09:12:18 +0000 2022,1490614386947510272
"@PanDanTag Alors oui, mais non -&gt; https://t.co/ndLP82Cxdj",0,103,0,,,,Mon Feb 07 09:12:18 +0000 2022,1490614387006185475
RT @MinDhariwal: Canadian Keegan Messing landed this morning and was on the ice hours later. Adrenaline clearly pumping through his veins!…,0,71,0,,,,Mon Feb 07 09:12:18 +0000 2022,1490614387715231747
"RT @Michael73339581: @Anastas25000045 Oh it exists. I've been off a year with long covid shyte, Didn't even know I had covid. Dr the morn a…",0,1931,0,,,,Mon Feb 07 09:12:19 +0000 2022,1490614387924770817
"RT @army_greenbrain: เปิด 7 จุดบริการฉีดวัคซีน COVID-19 นอกสถานพยาบาล ในพื้นที่ กทม. สำหรับประชาชนอายุ 18 ปีขึ้นไป ทุกสัญชาติ
 
#จุดบริการ…",0,6,0,,,,Mon Feb 07 09:12:19 +0000 2022,1490614388247887878
"COVID test available day after tomorrow at CVS (1856 Pleasantville Road, Briarcliff Manor, NY 10150) at 10:20AM 11:… https://t.co/YtdcTDKXW4",0,10,0,,,,Mon Feb 07 09:12:19 +0000 2022,1490614388344115201
i have covid :/,0,622,0,,,,Mon Feb 07 09:12:19 +0000 2022,1490614389103374339
"RT @mdnij34: Who else will wear a mask until Covid and its’ variants are gone, no matter how long it takes?",0,1865,0,,,,Mon Feb 07 09:12:19 +0000 2022,1490614390093017091
RT @Gladstonebury1: @cbrookmyre My gym membership stopped due to Covid and I now own Blenheim Palace... Who'd have thought it? 🤔,0,7232,0,,,,Mon Feb 07 09:12:19 +0000 2022,1490614390927900673
"RT @AxlGuidato: YouTube ha cancellato il video nel quale vengono esposti i contenuti di documenti ufficiali dell‘EMA, della Commissione UE…",0,2246,0,,,,Mon Feb 07 09:12:19 +0000 2022,1490614391083089921
"RT @XavierNaxa: 11,034 kes positif Covid-19 dilaporkan hari ini. 

Kendatipun begitu, hanya 43 kes kategori tiga, 11 kes bagi kategori empa…",0,170,0,,,,Mon Feb 07 09:12:20 +0000 2022,1490614392278622210
"RT @MOH_Abrar1818: Check it
https://t.co/n8QRnt4UTC

#100Devs #100daysofcodechallenge #100DaysOfCode #BigData #Al #MachineLearning #Python…",0,103,0,,,,Mon Feb 07 09:12:20 +0000 2022,1490614392404197384
"RT @NewsDigestWeb: 【茨城県で新たに1487人感染確認】

茨城県+1487（合計45598人）
※県所轄域で1388人、水戸市で99人
※3人死亡

きょうの国内感染者数は10076人に
（15:43時点）

詳細は下記URLより：
https://t.co…",0,24,0,,,,Mon Feb 07 09:12:20 +0000 2022,1490614392345432065
"RT @MErgun_Turan: Kıymetli Hemşehrilerim,

Hafif belirtiler sonucunda tedbir amaçlı olarak yaptırdığım Covid-19 testim pozitif çıktı.

Gene…",0,593,0,,,,Mon Feb 07 09:12:20 +0000 2022,1490614392865574912
"RT @jrguzzofatos: Diante dos protestos populares cada vez maiores, no Canadá, contra a eliminação das liberdades individuais em nome do “co…",0,22,0,,,,Mon Feb 07 09:12:20 +0000 2022,1490614394056761353
"RT @mtracey: Biden has repeatedly -- as recently as December -- falsely claimed that vaccinated people ""do not spread"" COVID. This is rejec…",0,306,0,,,,Mon Feb 07 09:12:20 +0000 2022,1490614394002325505
RT @BidenTracking: The United States reported 3958 COVID deaths yesterday. https://t.co/8tw0nEJ2Jd,0,127,0,,,,Mon Feb 07 09:12:20 +0000 2022,1490614394237054979
"RT @mdccclxx: Israel vs Palestine. Does COVID Vaccination Reduce COVID Mortality?
A side-by-side, time-series analysis of COVID deaths and…",0,154211,0,,,,Mon Feb 07 09:12:20 +0000 2022,1490614395264811011
RT @Tim_Roehn: Diese Aussage ist durch den Artikel nicht gedeckt.,0,1093,0,,,,Mon Feb 07 09:12:20 +0000 2022,1490614395562606595
"Makes me proud to see this prominently published by my former colleagues @misc_nerd, @sbedenlier, @vmarinj and Mari… https://t.co/DOEXfM6eag",0,1075,0,,,,Mon Feb 07 09:12:20 +0000 2022,1490614396086743041
RT @Tim_Roehn: Diese Aussage ist durch den Artikel nicht gedeckt.,0,210,0,,,,Mon Feb 07 09:12:21 +0000 2022,1490614396455899137
@Dalal_5310 حياك الله،إبتداءً من الساعة الواحدة  من صباح يوم الأربعاء 9 فبراير يشترط لمغادرة المواطنين إلى خارج الم… https://t.co/NAaAEi4do1,0,726929,0,,,,Mon Feb 07 09:12:21 +0000 2022,1490614396497891328
"Confinement de la ville chinoise Baise et ses 3,5 millions d’habitants https://t.co/8RkrLFHs0h via @20minutes",0,9379,0,,,,Mon Feb 07 09:12:21 +0000 2022,1490614396548222979
"RT @RepValDemings: Our COVID relief bill put checks in pockets and funded tests, vaccines, and masks. Our infrastructure bill is putting th…",0,1066,0,,,,Mon Feb 07 09:12:21 +0000 2022,1490614396673880067
"RT @JeanYvesCAPO: Ce matin @BrigitteMilhau explique que c'est du aux non vaccinés.
Chère Brigitte, vous semblez ignorer que les anticorps g…",0,2914,0,,,,Mon Feb 07 09:12:21 +0000 2022,1490614396657229824
"RT @PureLotusHeart1: 美国律师已在法庭上提起诉讼，质疑 新冠疫苗的授权和贴错品种标签。

律师 Thomas Renz：“辉瑞和 Moderna 已经承认 [他们的疫苗] 是基因疗法。”

 “我们收到的声明，是发誓不是伪证的”",0,28,0,,,,Mon Feb 07 09:12:21 +0000 2022,1490614396816879621
"RT @HowardSteen4: The Red Cross has withdrawn its support for the Austria vaccination program.
Get the latest news about the fast crumbling…",0,847,0,,,,Mon Feb 07 09:12:21 +0000 2022,1490614397122883585
RT @NBCNews: The U.S. Army is dismissing soldiers who refuse to get the Covid vaccine from the service. https://t.co/27hRIcM8Rz,0,1350,0,,,,Mon Feb 07 09:12:21 +0000 2022,1490614397017858053
RT @RTARF_PR: กองบัญชาการกองทัพไทย โดย หน่วยพัฒนาการเคลื่อนที่ 51 สำนักงานพัฒนาภาค 5 หน่วยบัญชาการทหารพัฒนา จัดกำลังพลจิตอาสา พร้อมรถยนต์ ใ…,0,20,0,,,,Mon Feb 07 09:12:21 +0000 2022,1490614397978705927
"RT @RaquelBlascoR: Y #Ómicron se encontró con #Gibraltar que tiene al 99% de su población vacunada y...
NO HA PRESENTADO NI UNA MUERTE por…",0,3312,0,,,,Mon Feb 07 09:12:21 +0000 2022,1490614398230085633
RT @LassoGuillermo: El encuentro entre Ecuador y China tuvo resultados positivos para el pueblo ecuatoriano: memorándum de entendimiento so…,0,1067,0,,,,Mon Feb 07 09:12:21 +0000 2022,1490614398498574340
RT @AimalWali: Thank you 🙏,0,2139,0,,,,Mon Feb 07 09:12:21 +0000 2022,1490614398653767680
"RT @Faussenurse: A #LongCovid thread. I (likely) had Covid early in 2020. Now, almost two years later I’m stuck with some annoying (and sca…",0,16,0,,,,Mon Feb 07 09:12:21 +0000 2022,1490614398918004738
@Kateliveco1G @MaplePonds @MarvinH2_G2 @SGriffin_Lab @jneill @RohanChindooroy @apsmunro @R_Hughes1 @sqrpshr… https://t.co/yjZYDfNxON,0,2734,0,,,,Mon Feb 07 09:12:21 +0000 2022,1490614398943174656
"@StevejMchugh Having caught it just last week - Covid still exists, i will still wear a mask when in enclosed space… https://t.co/4XGePI5mIN",0,52,0,,,,Mon Feb 07 09:12:21 +0000 2022,1490614398985162752
RT @coaimpaul: Boris Johnson cultivated a finely honed image as ‘matey Boris’ aided by a servile media. But that mask has now slipped. His…,0,588,0,,,,Mon Feb 07 09:12:21 +0000 2022,1490614399115173892
RT @Ying_Med: วันนี้ครบรอบ 2 ปี การจากไปของ คุณหมอหลี่ นายแพทย์ชาวจีน ซึ่งเป็นคนแรกที่ออกมาเตือนอันตรายและการแพร่ระบาดของไวรัสCovid-19 แต่ก…,0,50,0,,,,Mon Feb 07 09:12:21 +0000 2022,1490614399639633921
"RT @paul_schreyer: ""Ein Hausarzt, ein Krankenhaus, mehrere Parlamentsabgeordnete – auch in Deutschland gibt es Menschen, die Ivermectin bei…",0,72,0,,,,Mon Feb 07 09:12:21 +0000 2022,1490614399786274816
"Il 7 febbraio, lunedì più brutto di questo non esiste.
In famiglia siamo tutti positivi al covid...
#BuongiornoATutti",0,950,0,,,,Mon Feb 07 09:12:22 +0000 2022,1490614400553791488
"RT @Medic4allHuman: Voila voila ! 
Thérapies pour prévenir la progression de la COVID-19, y compris l'hydroxychloroquine, l'azithromycine,…",0,212,0,,,,Mon Feb 07 09:12:22 +0000 2022,1490614400562216966
RT @RichardJMurphy: All the debt issues by the government to pay for Covid - about £450 billion of it - was in effect bought by the Bank of…,0,4565,0,,,,Mon Feb 07 09:12:22 +0000 2022,1490614400717369346
RT @SettleyRo2: België is ook helemaal klaar met die COVID nonsens… https://t.co/UH8Ocym8ok,0,834,0,,,,Mon Feb 07 09:12:22 +0000 2022,1490614400897724416
"RT @maldita: En @maldita_ciencia

Por qué no es recomendable dar una aspirina a los niños para tratar la fiebre y otros síntomas (tampoco e…",0,625,0,,,,Mon Feb 07 09:12:22 +0000 2022,1490614401120055297
"The Mayor of Canada’s capital #Ottawa has declared a state of emergency over trucker #Covid rules protests. 

There… https://t.co/U0NpmAVtNi",0,1754,0,,,,Mon Feb 07 09:12:22 +0000 2022,1490614401325535232
"@CNN VAERS Data Released by The Centers for Disease Control and Prevention included a Total of 1,088,560 Reports of… https://t.co/UqxTNpY4uP",0,18,0,,,,Mon Feb 07 09:12:22 +0000 2022,1490614401841385475
"RT @bachrum_achmadi: Lonjakan Covid, Luhut Minta Lansia Tak Keluar Rumah Sebulan ke Depan.

Sblm ada kopid pun lansia mah byk dirumah berib…",0,15,0,,,,Mon Feb 07 09:12:22 +0000 2022,1490614401920954373
"RT @SpiritYah: More Than 400 Studies on the Failure of Compulsory Covid Interventions (Lockdowns, Restrictions, Closures) ⋆ Brownstone Inst…",0,183,0,,,,Mon Feb 07 09:12:22 +0000 2022,1490614402298568704
RT @NewsAlternative: Anti-vaxx father loses custody of children over refusal to get COVID-19 vaccine: reports https://t.co/ji4GJwDg6L,0,217,0,,,,Mon Feb 07 09:12:22 +0000 2022,1490614402747604993
RT @sats45: I shall never ever forgive Covid. It snatched away this billion dollars smile from us https://t.co/pxgKdoXS4N,0,69,0,,,,Mon Feb 07 09:12:22 +0000 2022,1490614403024048131
RT @wolveriffverine: Actually bukan Malaysia je. Satu dunia cases tengah ↗️ disebabkan variant Omicron. Variant ni super spreader. And so f…,0,319,0,,,,Mon Feb 07 09:12:22 +0000 2022,1490614403934597128
RT @MathieuMolimard: La première génération de #vaccins #Covid a été très efficace pour réduire le risque de formes graves et moins sur la…,0,271,0,,,,Mon Feb 07 09:12:22 +0000 2022,1490614404228034565
RT @daghan4258: Cumhurbaşkanı Recep Tayyip Erdoğan a covid olmasından dolayı hakaret içerikli paylaşım yapan 36 hesaptan 31 i tespit edildi…,0,108,0,,,,Mon Feb 07 09:12:22 +0000 2022,1490614404412542977
"RT @Perbess: Se cumplen 2 años del fallecimiento por COVID-19 de Li Wenliang, el oftalmólogo chino que alertó al mundo del comienzo de la p…",0,2517,0,,,,Mon Feb 07 09:12:22 +0000 2022,1490614404429328384
@RightReason_NZ COVID is universal in that it will universally kill people but especially immunocompromised people.… https://t.co/eAj8IQ019I,0,1092,0,,,,Mon Feb 07 09:12:22 +0000 2022,1490614404316119040
@fiscal_es,0,2286,0,,,,Mon Feb 07 09:12:23 +0000 2022,1490614404873965569
Los vaticinios de Pedro Cavadas sobre los efectos de la vacuna del coronavirus y el fin del uso de la mascarilla en… https://t.co/csdKGoHUst,0,51937,0,,,,Mon Feb 07 09:12:23 +0000 2022,1490614405154938881
Please can we have some truth on the crime figures @KwasiKwarteng it is important to voters. Also we do want… https://t.co/nhQFJLoodF,0,2787,0,,,,Mon Feb 07 09:12:23 +0000 2022,1490614405880549377
RT @lewis_goodall: In the immediate period after the last exams season I approached most of the top private schools to ask for their result…,0,1350,0,,,,Mon Feb 07 09:12:23 +0000 2022,1490614406094467074
"RT @JLesgards: La crasse ""humaine"" qui a organisé et permis cette crise COVID représente moins de 1 % de la pop. mondiale. 
Les moutons, 80…",0,74,0,,,,Mon Feb 07 09:12:23 +0000 2022,1490614406388006914
RT @Linaguasca: ℹ️47 estudis confirmen la ineficàcia de les màscares per a la COVID i 32 més confirmen els seus efectes negatius per a la s…,0,2400,0,,,,Mon Feb 07 09:12:23 +0000 2022,1490614406450974721
"If the COVID-19 did come from Fort Detrick, would the US government have to pay out money to other countries? It wo… https://t.co/Kg6B75YXj6",0,0,0,,,,Mon Feb 07 09:12:23 +0000 2022,1490614406417244160
"@MarijkeJans @maxiaadvermogen Yes, doe ik. Je kunt alvast deze formulieren invullen https://t.co/KNvpmFAq6i",0,530,0,,,,Mon Feb 07 09:12:23 +0000 2022,1490614406518120452
RT @mitrebarnet: Furlough was a complete and utter disaster.  Paying  20 and 30 year olds to stay at home even tho they are at little risk…,0,1243,0,,,,Mon Feb 07 09:12:23 +0000 2022,1490614406639673345
RT @thecoastguy: Let's be careful out there everyone! https://t.co/EbRweJSoTX,0,1496,0,,,,Mon Feb 07 09:12:23 +0000 2022,1490614406807437320
"RT @Sarah41659531: Le vaccin Covid en 2 doses  💉 💉 puis 3  💉 💉 💉 était censé empêcher l'entrée en réanimation pour formes graves. 
Le varia…",0,1370,0,,,,Mon Feb 07 09:12:23 +0000 2022,1490614406824316932
"RT @News24: While the health department has appointed a committee to adjudicate a dispute over the Covid-19 vaccination for children, a hea…",0,100,0,,,,Mon Feb 07 09:12:23 +0000 2022,1490614407222763522
RT @Medic4allHuman: A dérouler et à lire mes amis ⬇️,0,33,0,,,,Mon Feb 07 09:12:23 +0000 2022,1490614407482724352
RT @LightUpDarkness: Gonna tell my kids this was the coronavirus. https://t.co/je6M0y6ExH,0,49,0,,,,Mon Feb 07 09:12:23 +0000 2022,1490614407768027137
"🍸 L'apéro de @lecho | Florence Hut @florehut: ""Notre métier, ce n'est pas Grey's Anatomy. Pour y trouver un épanoui… https://t.co/E4xauaslnR",0,63710,0,,,,Mon Feb 07 09:12:23 +0000 2022,1490614407512174592
RT @FlukeiS: เด็กโดนน้ำร้อนลวกตรงอกกับท้อง  ไม่มารพ แต่ไปหาหมอเป่า มาด้วยแผลติดเชื้อ ไม่พอหมอเป่าดันเป็น COVID อีก อหหหห สงสารเด็ก,0,14,0,,,,Mon Feb 07 09:12:23 +0000 2022,1490614408284086273
"RT @holmenkollin: Die Krankenhausdaten des letzten Quartals 2021 sind nun da, ausgewertet von @FrankfurtZack

Deutlich erhöhte Myokarditis-…",0,22202,0,,,,Mon Feb 07 09:12:23 +0000 2022,1490614408501936128
"So the plan to tackle the backlog is now in a backlog of things to get done?

Covid: Plan to tackle England's NHS b… https://t.co/PqPbJpP2lZ",0,2626,0,,,,Mon Feb 07 09:12:23 +0000 2022,1490614408615243777
Não vamos esquecer nunca,0,14959,0,,,,Mon Feb 07 09:12:24 +0000 2022,1490614409206640642
RT @njoyflyfishing: 7 Day Confirmed Covid Cases per 1K Population by County For DC   2022-02-03:  Covid Insights From Our Analytics Team an…,0,1968,0,,,,Mon Feb 07 09:12:24 +0000 2022,1490614409194094593
"Coronavirus Covid-19  Most Impacted Countries - Total Cases
2/6/2022

More insights:
https://t.co/2y5PnwhINl… https://t.co/GcOEUaDQI5",0,1098,0,,,,Mon Feb 07 09:12:23 +0000 2022,1490614408590106629
RT @manuelrico: Hoy hace 691 días que el Gobierno Ayuso aprobó el Protocolo que impedía trasladar al hospital a los residentes más vulnerab…,0,105,0,,,,Mon Feb 07 09:12:24 +0000 2022,1490614409839919104
God sent Covid 19 mask in place of Hijab  even for Hindus and Christians,0,3,0,,,,Mon Feb 07 09:12:24 +0000 2022,1490614410175717376
